comparison_file,instance_id,repo,condition,replication_index,clean_success,degraded_success,clean_fail_to_pass_failed_count,degraded_fail_to_pass_failed_count,clean_pass_to_pass_failed_count,degraded_pass_to_pass_failed_count,target_success_changed,fail_to_pass_failed_count_delta,pass_to_pass_failed_count_delta,clean_files_opened_before_first_edit,degraded_files_opened_before_first_edit,files_opened_before_first_edit_delta,clean_exploration_efficiency,degraded_exploration_efficiency,exploration_efficiency_delta,clean_total_tokens_corrected,degraded_total_tokens_corrected,total_tokens_corrected_delta,clean_input_tokens,degraded_input_tokens,clean_cached_input_tokens,degraded_cached_input_tokens,clean_output_tokens,degraded_output_tokens,clean_changed_file_count,degraded_changed_file_count,changed_file_count_delta,changed_file_overlap_count,clean_only_changed_file_count,degraded_only_changed_file_count,clean_changed_files,degraded_changed_files,clean_opened_files_before_first_edit,degraded_opened_files_before_first_edit,clean_dead_end_file_opens,degraded_dead_end_file_opens,dead_end_file_opens_delta,base_commit,changed_source_files_profile,changed_test_files_profile,overall_status,eligible_conditions,test_signal_level,type_hints_signal_level,type_hints_rationale,annotation_nodes,naming_signal_level,naming_rationale,naming_candidates,comments_signal_level,comments_docstrings_rationale,docstring_count,comment_count,remove_tests_signal_level,decision_summary,profile_missing,clean_success_degraded_failure,clean_failure_degraded_success,baseline_hard,degraded_failed_when_clean_failed,pass_to_pass_damage,fail_to_pass_damage,any_official_damage,token_delta_sign,clean_changed_file_list,degraded_changed_file_list,clean_opened_file_list,degraded_opened_file_list,comparison_path,type_hints_low_signal,type_hints_zero_annotation_surface
pydata_xarray-3677_naming_rep_0_oracle_comparison.json,pydata__xarray-3677,pydata/xarray,naming,0,True,False,0,0,0,8,True,0,8,3,5,2,0.6667,0.4,-0.2666999999999999,413059,684397,271338,410077,680597,362752,622208,2982,3800,2,16,14,2,0,14,xarray/core/merge.py|xarray/tests/test_merge.py,asv_bench/benchmarks/reindexing.py|xarray/backends/zarr.py|xarray/conventions.py|xarray/core/computation.py|xarray/core/concat.py|xarray/core/coordinates.py|xarray/core/dataarray.py|xarray/core/dataset.py|xarray/core/merge.py|xarray/core/parallel.py|xarray/tests/test_dataarray.py|xarray/tests/test_dataset.py|xarray/tests/test_interp.py|xarray/tests/test_merge.py|xarray/tests/test_options.py|xarray/tests/test_units.py,xarray/core/merge.py|xarray/tests/test_merge.py|xarray/core/dataset.py,xarray/core/merge.py|xarray/core/dataset.py|xarray/tests/test_merge.py|xarray/tests/test_dataset.py|xarray/core/dataarray.py,1,3,2,ef6e6a7b86f8479b9a1fecf15ad5b88a2326b31e,xarray/core/dataset.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 366 annotation nodes.,366.0,high,Target surface has 195 local rename candidates before safety filtering.,195.0,high,Target surface has 108 docstrings and 128 comments.,108.0,128.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,True,False,False,False,True,False,True,higher,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['asv_bench/benchmarks/reindexing.py', 'xarray/backends/zarr.py', 'xarray/conventions.py', 'xarray/core/computation.py', 'xarray/core/concat.py', 'xarray/core/coordinates.py', 'xarray/core/dataarray.py', 'xarray/core/dataset.py', 'xarray/core/merge.py', 'xarray/core/parallel.py', 'xarray/tests/test_dataarray.py', 'xarray/tests/test_dataset.py', 'xarray/tests/test_interp.py', 'xarray/tests/test_merge.py', 'xarray/tests/test_options.py', 'xarray/tests/test_units.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py', 'xarray/core/dataset.py']","['xarray/core/merge.py', 'xarray/core/dataset.py', 'xarray/tests/test_merge.py', 'xarray/tests/test_dataset.py', 'xarray/core/dataarray.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-3677_naming_rep_0_oracle_comparison.json,False,False
pydata_xarray-3677_type_hints_rep_1_oracle_comparison.json,pydata__xarray-3677,pydata/xarray,type_hints,1,True,True,0,0,0,0,False,0,0,5,4,-1,0.4,0.5,0.0999999999999999,508335,358785,-149550,504732,355408,452224,264064,3603,3377,2,3,1,2,0,1,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/dataset.py|xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py|xarray/core/dataset.py|xarray/core/dataarray.py|xarray/core/common.py,xarray/core/merge.py|xarray/core/dataset.py|xarray/tests/test_merge.py|xarray/tests/test_dataset.py,3,2,-1,ef6e6a7b86f8479b9a1fecf15ad5b88a2326b31e,xarray/core/dataset.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 366 annotation nodes.,366.0,high,Target surface has 195 local rename candidates before safety filtering.,195.0,high,Target surface has 108 docstrings and 128 comments.,108.0,128.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,lower,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/dataset.py', 'xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py', 'xarray/core/dataset.py', 'xarray/core/dataarray.py', 'xarray/core/common.py']","['xarray/core/merge.py', 'xarray/core/dataset.py', 'xarray/tests/test_merge.py', 'xarray/tests/test_dataset.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-3677_type_hints_rep_1_oracle_comparison.json,False,False
pydata_xarray-3677_comments_docstrings_rep_2_oracle_comparison.json,pydata__xarray-3677,pydata/xarray,comments_docstrings,2,True,True,0,0,0,0,False,0,0,3,3,0,0.6667,0.6667,0.0,426628,547441,120813,423623,544192,376064,499968,3005,3249,2,3,1,2,0,1,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/dataset.py|xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/core/dataset.py|xarray/tests/test_merge.py,xarray/core/dataset.py|xarray/tests/test_merge.py|xarray/core/merge.py,1,1,0,ef6e6a7b86f8479b9a1fecf15ad5b88a2326b31e,xarray/core/dataset.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 366 annotation nodes.,366.0,high,Target surface has 195 local rename candidates before safety filtering.,195.0,high,Target surface has 108 docstrings and 128 comments.,108.0,128.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,higher,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/dataset.py', 'xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/core/dataset.py', 'xarray/tests/test_merge.py']","['xarray/core/dataset.py', 'xarray/tests/test_merge.py', 'xarray/core/merge.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-3677_comments_docstrings_rep_2_oracle_comparison.json,False,False
pydata_xarray-3677_remove_tests_rep_3_oracle_comparison.json,pydata__xarray-3677,pydata/xarray,remove_tests,3,True,True,0,0,0,0,False,0,0,4,5,1,0.5,0.2,-0.3,327266,435829,108563,324379,431691,296320,393472,2887,4138,2,3,1,2,0,1,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_dataset.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/core/dataset.py|xarray/tests/test_merge.py|xarray/tests/test_dataset.py,xarray/core/merge.py|xarray/core/dataset.py|xarray/tests/test_dataset.py|xarray/tests/test_dataarray.py|xarray/core/dataarray.py,2,4,2,ef6e6a7b86f8479b9a1fecf15ad5b88a2326b31e,xarray/core/dataset.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 366 annotation nodes.,366.0,high,Target surface has 195 local rename candidates before safety filtering.,195.0,high,Target surface has 108 docstrings and 128 comments.,108.0,128.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,higher,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_dataset.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/core/dataset.py', 'xarray/tests/test_merge.py', 'xarray/tests/test_dataset.py']","['xarray/core/merge.py', 'xarray/core/dataset.py', 'xarray/tests/test_dataset.py', 'xarray/tests/test_dataarray.py', 'xarray/core/dataarray.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-3677_remove_tests_rep_3_oracle_comparison.json,False,False
pydata_xarray-4629_naming_rep_0_oracle_comparison.json,pydata__xarray-4629,pydata/xarray,naming,0,True,False,0,0,0,1,True,0,1,2,2,0,1.0,1.0,0.0,204133,398155,194022,202384,395827,172672,353920,1749,2328,2,2,0,2,0,0,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/tests/test_merge.py|xarray/core/merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,0,0,0,a41edc7bf5302f2ea327943c0c48c532b12009bc,xarray/core/merge.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 76 annotation nodes.,76.0,high,Target surface has 110 local rename candidates before safety filtering.,110.0,high,Target surface has 19 docstrings and 20 comments.,19.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,True,False,False,False,True,False,True,higher,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/tests/test_merge.py', 'xarray/core/merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4629_naming_rep_0_oracle_comparison.json,False,False
pydata_xarray-4629_type_hints_rep_1_oracle_comparison.json,pydata__xarray-4629,pydata/xarray,type_hints,1,True,True,0,0,0,0,False,0,0,2,2,0,1.0,1.0,0.0,197461,256233,58772,195312,254107,137856,230912,2149,2126,2,2,0,2,0,0,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,0,0,0,a41edc7bf5302f2ea327943c0c48c532b12009bc,xarray/core/merge.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 76 annotation nodes.,76.0,high,Target surface has 110 local rename candidates before safety filtering.,110.0,high,Target surface has 19 docstrings and 20 comments.,19.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,higher,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4629_type_hints_rep_1_oracle_comparison.json,False,False
pydata_xarray-4629_comments_docstrings_rep_2_oracle_comparison.json,pydata__xarray-4629,pydata/xarray,comments_docstrings,2,True,True,0,0,0,0,False,0,0,2,3,1,1.0,0.6667,-0.3333,172345,390754,218409,170663,387583,142592,291584,1682,3171,2,2,0,2,0,0,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py|.pilot-venv-py39/bin/python,0,1,1,a41edc7bf5302f2ea327943c0c48c532b12009bc,xarray/core/merge.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 76 annotation nodes.,76.0,high,Target surface has 110 local rename candidates before safety filtering.,110.0,high,Target surface has 19 docstrings and 20 comments.,19.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,higher,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py', '.pilot-venv-py39/bin/python']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4629_comments_docstrings_rep_2_oracle_comparison.json,False,False
pydata_xarray-4629_remove_tests_rep_3_oracle_comparison.json,pydata__xarray-4629,pydata/xarray,remove_tests,3,True,True,0,0,0,0,False,0,0,2,1,-1,1.0,1.0,0.0,278069,268874,-9195,275764,266276,212352,229120,2305,2598,2,2,0,2,0,0,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py,0,0,0,a41edc7bf5302f2ea327943c0c48c532b12009bc,xarray/core/merge.py,xarray/tests/test_merge.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 76 annotation nodes.,76.0,high,Target surface has 110 local rename candidates before safety filtering.,110.0,high,Target surface has 19 docstrings and 20 comments.,19.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,lower,"['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']","['xarray/core/merge.py', 'xarray/tests/test_merge.py']",['xarray/core/merge.py'],archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4629_remove_tests_rep_3_oracle_comparison.json,False,False
pydata_xarray-4966_naming_rep_0_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,naming,0,True,False,0,4,0,17,True,4,17,5,5,0,0.4,0.4,0.0,489466,960559,471093,484475,953277,445056,849792,4991,7282,2,4,2,2,0,2,xarray/coding/variables.py|xarray/tests/test_coding.py,properties/test_encode_decode.py|xarray/coding/variables.py|xarray/conventions.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py|xarray/tests/test_backends.py|xarray/tests/test_conventions.py|xarray/conventions.py,xarray/tests/test_coding.py|xarray/tests/test_backends.py|xarray/tests/test_conventions.py|xarray/coding/variables.py|xarray/conventions.py,3,3,0,37522e991a32ee3c0ad1a5ff8afe8e3eb1885550,xarray/coding/variables.py,xarray/tests/test_coding.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 11 annotation nodes.,11.0,high,Target surface has 51 local rename candidates before safety filtering.,51.0,high,Target surface has 12 docstrings and 20 comments.,12.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,True,False,False,False,True,True,True,higher,"['xarray/coding/variables.py', 'xarray/tests/test_coding.py']","['properties/test_encode_decode.py', 'xarray/coding/variables.py', 'xarray/conventions.py', 'xarray/tests/test_coding.py']","['xarray/coding/variables.py', 'xarray/tests/test_coding.py', 'xarray/tests/test_backends.py', 'xarray/tests/test_conventions.py', 'xarray/conventions.py']","['xarray/tests/test_coding.py', 'xarray/tests/test_backends.py', 'xarray/tests/test_conventions.py', 'xarray/coding/variables.py', 'xarray/conventions.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4966_naming_rep_0_oracle_comparison.json,False,False
pydata_xarray-4966_type_hints_rep_1_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,type_hints,1,True,True,0,0,0,0,False,0,0,4,4,0,0.5,0.5,0.0,454613,614080,159467,449439,607943,404736,511360,5174,6137,2,2,0,2,0,0,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/tests/test_coding.py|xarray/conventions.py,xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/tests/test_coding.py|xarray/conventions.py,2,2,0,37522e991a32ee3c0ad1a5ff8afe8e3eb1885550,xarray/coding/variables.py,xarray/tests/test_coding.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 11 annotation nodes.,11.0,high,Target surface has 51 local rename candidates before safety filtering.,51.0,high,Target surface has 12 docstrings and 20 comments.,12.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,higher,"['xarray/coding/variables.py', 'xarray/tests/test_coding.py']","['xarray/coding/variables.py', 'xarray/tests/test_coding.py']","['xarray/coding/variables.py', 'xarray/tests/test_backends.py', 'xarray/tests/test_coding.py', 'xarray/conventions.py']","['xarray/coding/variables.py', 'xarray/tests/test_backends.py', 'xarray/tests/test_coding.py', 'xarray/conventions.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4966_type_hints_rep_1_oracle_comparison.json,False,False
pydata_xarray-4966_comments_docstrings_rep_2_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,comments_docstrings,2,True,True,0,0,0,0,False,0,0,4,5,1,0.5,0.4,-0.0999999999999999,459782,555215,95433,453713,549356,427264,504832,6069,5859,2,2,0,2,0,0,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/tests/test_coding.py|xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/conventions.py,xarray/coding/variables.py|xarray/tests/test_coding.py|xarray/tests/test_backends.py|xarray/tests/test_conventions.py|xarray/conventions.py,2,3,1,37522e991a32ee3c0ad1a5ff8afe8e3eb1885550,xarray/coding/variables.py,xarray/tests/test_coding.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 11 annotation nodes.,11.0,high,Target surface has 51 local rename candidates before safety filtering.,51.0,high,Target surface has 12 docstrings and 20 comments.,12.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,higher,"['xarray/coding/variables.py', 'xarray/tests/test_coding.py']","['xarray/coding/variables.py', 'xarray/tests/test_coding.py']","['xarray/tests/test_coding.py', 'xarray/coding/variables.py', 'xarray/tests/test_backends.py', 'xarray/conventions.py']","['xarray/coding/variables.py', 'xarray/tests/test_coding.py', 'xarray/tests/test_backends.py', 'xarray/tests/test_conventions.py', 'xarray/conventions.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4966_comments_docstrings_rep_2_oracle_comparison.json,False,False
pydata_xarray-4966_remove_tests_rep_3_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,remove_tests,3,True,True,0,0,0,0,False,0,0,4,5,1,0.5,0.2,-0.3,516662,515154,-1508,511962,509748,474112,481408,4700,5406,2,3,1,2,0,1,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py|xarray/tests/test_conventions.py,xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/tests/test_coding.py|xarray/conventions.py,xarray/tests/test_backends.py|xarray/coding/variables.py|xarray/tests/test_conventions.py|xarray/conventions.py|xarray/tests/__init__.py,2,4,2,37522e991a32ee3c0ad1a5ff8afe8e3eb1885550,xarray/coding/variables.py,xarray/tests/test_coding.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,high,Target surface has 11 annotation nodes.,11.0,high,Target surface has 51 local rename candidates before safety filtering.,51.0,high,Target surface has 12 docstrings and 20 comments.,12.0,20.0,high,Selected as a pydata/xarray task for the replacement third Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,lower,"['xarray/coding/variables.py', 'xarray/tests/test_coding.py']","['xarray/coding/variables.py', 'xarray/tests/test_coding.py', 'xarray/tests/test_conventions.py']","['xarray/coding/variables.py', 'xarray/tests/test_backends.py', 'xarray/tests/test_coding.py', 'xarray/conventions.py']","['xarray/tests/test_backends.py', 'xarray/coding/variables.py', 'xarray/tests/test_conventions.py', 'xarray/conventions.py', 'xarray/tests/__init__.py']",archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4966_remove_tests_rep_3_oracle_comparison.json,False,False
sympy_sympy-11618_naming_rep_0_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,naming,0,True,False,0,0,0,2,True,0,2,3,3,0,0.6667,0.6667,0.0,526554,521011,-5543,522946,517495,482432,461952,3608,3516,2,5,3,2,0,3,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/line3d.py|sympy/geometry/plane.py|sympy/geometry/point.py|sympy/geometry/tests/test_point.py|sympy/geometry/util.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py|sympy/core/compatibility.py,sympy/geometry/tests/test_point.py|sympy/geometry/point.py|sympy/core/compatibility.py,1,1,0,360290c4c401e386db60723ddb0109ed499c9f6e,sympy/geometry/point.py,sympy/geometry/tests/test_point.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,low,Target surface has 0 annotation nodes.,0.0,high,Target surface has 213 local rename candidates before safety filtering.,213.0,high,Target surface has 42 docstrings and 36 comments.,42.0,36.0,high,Selected as a sympy/sympy task for the next Phase 1 repo after signal screening and successful host-local gold preflight.,,True,False,False,False,True,False,True,lower,"['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/line3d.py', 'sympy/geometry/plane.py', 'sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py', 'sympy/geometry/util.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py', 'sympy/core/compatibility.py']","['sympy/geometry/tests/test_point.py', 'sympy/geometry/point.py', 'sympy/core/compatibility.py']",archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-11618_naming_rep_0_oracle_comparison.json,False,False
sympy_sympy-11618_comments_docstrings_rep_2_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,comments_docstrings,2,True,True,0,0,0,0,False,0,0,3,3,0,0.6667,0.6667,0.0,651001,644603,-6398,647685,641197,581760,579072,3316,3406,2,2,0,2,0,0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/tests/test_point.py|sympy/geometry/point.py|sympy/core/compatibility.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py|sympy/core/compatibility.py,1,1,0,360290c4c401e386db60723ddb0109ed499c9f6e,sympy/geometry/point.py,sympy/geometry/tests/test_point.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,low,Target surface has 0 annotation nodes.,0.0,high,Target surface has 213 local rename candidates before safety filtering.,213.0,high,Target surface has 42 docstrings and 36 comments.,42.0,36.0,high,Selected as a sympy/sympy task for the next Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,lower,"['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/tests/test_point.py', 'sympy/geometry/point.py', 'sympy/core/compatibility.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py', 'sympy/core/compatibility.py']",archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-11618_comments_docstrings_rep_2_oracle_comparison.json,False,False
sympy_sympy-11618_remove_tests_rep_3_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,remove_tests,3,True,True,0,0,0,0,False,0,0,2,1,-1,1.0,1.0,0.0,592535,1081342,488807,588618,1075907,535040,998272,3917,5435,2,2,0,2,0,0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py,0,0,0,360290c4c401e386db60723ddb0109ed499c9f6e,sympy/geometry/point.py,sympy/geometry/tests/test_point.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,low,Target surface has 0 annotation nodes.,0.0,high,Target surface has 213 local rename candidates before safety filtering.,213.0,high,Target surface has 42 docstrings and 36 comments.,42.0,36.0,high,Selected as a sympy/sympy task for the next Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,higher,"['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']",['sympy/geometry/point.py'],archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-11618_remove_tests_rep_3_oracle_comparison.json,False,False
sympy_sympy-11618_type_hints_rep_1_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,type_hints,1,True,True,0,0,0,0,False,0,0,2,2,0,1.0,1.0,0.0,501705,334294,-167411,497914,331195,444800,268544,3791,3099,2,2,0,2,0,0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,0,0,0,360290c4c401e386db60723ddb0109ed499c9f6e,sympy/geometry/point.py,sympy/geometry/tests/test_point.py,GO,type_hints|naming|comments_docstrings|remove_tests,high,low,Target surface has 0 annotation nodes.,0.0,high,Target surface has 213 local rename candidates before safety filtering.,213.0,high,Target surface has 42 docstrings and 36 comments.,42.0,36.0,high,Selected as a sympy/sympy task for the next Phase 1 repo after signal screening and successful host-local gold preflight.,,False,False,False,False,False,False,False,lower,"['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']","['sympy/geometry/point.py', 'sympy/geometry/tests/test_point.py']",archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-11618_type_hints_rep_1_oracle_comparison.json,True,True
