backend,backend_label,repo,task_id,condition,replication_index,condition_label,clean_success,degraded_success,clean_hidden_bug_fix_failed,degraded_hidden_bug_fix_failed,hidden_bug_fix_failed_delta,clean_regression_failed,degraded_regression_failed,regression_failed_delta,clean_tokens_corrected,degraded_tokens_corrected,token_delta,token_definition,total_token_delta_including_cache,runtime_delta_seconds,changed_file_delta,files_opened_delta,exploration_efficiency_delta,validation_command_delta,failed_validation_command_delta,both_success,clean_success_degraded_failure,clean_failure_degraded_success,both_fail,baseline_hard,regression_damage,hidden_bug_fix_damage,token_delta_pct,token_higher
custom_repo,Custom repos,copier-org/copier,copier_pr_2432,naming,1,Naming,True,False,0,1,1,0,51,51,84491.0,106505.0,22014.0,input_plus_output_tokens_excludes_cached_input,83966.0,-137.5120494365692,,0.0,0.0,0.0,0.0,False,True,False,False,False,True,True,0.26054846078280525,True
custom_repo,Custom repos,copier-org/copier,copier_pr_2432,type_hints,1,Type hints,True,True,0,0,0,0,0,0,84491.0,121232.0,36741.0,input_plus_output_tokens_excludes_cached_input,349317.0,-15.693458557128906,,0.0,0.0,4.0,0.0,True,False,False,False,False,False,False,0.4348510492241777,True
custom_repo,Custom repos,copier-org/copier,copier_pr_2432,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,84491.0,152730.0,68239.0,input_plus_output_tokens_excludes_cached_input,805647.0,-10.812943935394287,,1.0,-0.09999999999999998,3.0,1.0,True,False,False,False,False,False,False,0.8076481518741642,True
custom_repo,Custom repos,copier-org/copier,copier_pr_2432,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,84491.0,71151.0,-13340.0,input_plus_output_tokens_excludes_cached_input,-282268.0,-134.44519257545468,,0.0,-0.25,1.0,1.0,True,False,False,False,False,False,False,-0.15788663881360146,False
custom_repo,Custom repos,copier-org/copier,copier_pr_2587,naming,1,Naming,False,False,1,3,2,0,0,0,145370.0,117910.0,-27460.0,input_plus_output_tokens_excludes_cached_input,478908.0,93.75505065917969,,-5.0,0.13640000000000002,7.0,3.0,False,False,False,True,True,False,True,-0.18889729655362178,False
custom_repo,Custom repos,copier-org/copier,copier_pr_2587,type_hints,1,Type hints,False,False,1,1,0,0,0,0,145370.0,124650.0,-20720.0,input_plus_output_tokens_excludes_cached_input,-44656.0,0.1466691493988037,,-2.0,-0.030299999999999994,2.0,-1.0,False,False,False,True,True,False,False,-0.14253284721744514,False
custom_repo,Custom repos,copier-org/copier,copier_pr_2587,comments_docstrings,1,Comments/docstrings,False,False,1,3,2,0,0,0,145370.0,125000.0,-20370.0,input_plus_output_tokens_excludes_cached_input,64366.0,19.24985671043396,,-4.0,0.065,0.0,-1.0,False,False,False,True,True,False,True,-0.14012519777120452,False
custom_repo,Custom repos,copier-org/copier,copier_pr_2587,remove_tests,1,Remove tests,False,False,1,3,2,0,0,0,145370.0,99080.0,-46290.0,input_plus_output_tokens_excludes_cached_input,-507858.0,-67.28388261795044,,-4.0,0.065,2.0,0.0,False,False,False,True,True,False,True,-0.3184288367613675,False
custom_repo,Custom repos,copier-org/copier,copier_pr_2605,naming,1,Naming,True,False,0,4,4,0,58,58,103475.0,116505.0,13030.0,input_plus_output_tokens_excludes_cached_input,-1069594.0,-99.0683913230896,,-1.0,0.07140000000000002,-2.0,-1.0,False,True,False,False,False,True,True,0.12592413626479826,True
custom_repo,Custom repos,copier-org/copier,copier_pr_2605,type_hints,1,Type hints,True,True,0,0,0,0,0,0,103475.0,121235.0,17760.0,input_plus_output_tokens_excludes_cached_input,225504.0,-51.028086900711116,,-1.0,0.07140000000000002,-2.0,0.0,True,False,False,False,False,False,False,0.17163566078762987,True
custom_repo,Custom repos,copier-org/copier,copier_pr_2605,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,103475.0,110186.0,6711.0,input_plus_output_tokens_excludes_cached_input,-1242825.0,-169.92188620567327,,0.0,0.0,-2.0,-1.0,True,False,False,False,False,False,False,0.06485624546992028,True
custom_repo,Custom repos,copier-org/copier,copier_pr_2605,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,103475.0,102197.0,-1278.0,input_plus_output_tokens_excludes_cached_input,-1366014.0,-159.83064985275274,,-4.0,0.23809999999999998,-4.0,-2.0,True,False,False,False,False,False,False,-0.012350809374244986,False
custom_repo,Custom repos,encode/httpx,httpx_pr_2423,naming,1,Naming,True,False,0,0,0,0,26,26,33429.0,40326.0,6897.0,input_plus_output_tokens_excludes_cached_input,340465.0,87.71021842956543,,0.0,0.0,1.0,1.0,False,True,False,False,False,True,False,0.2063178677196446,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2423,type_hints,1,Type hints,True,True,0,0,0,0,0,0,33429.0,58772.0,25343.0,input_plus_output_tokens_excludes_cached_input,361599.0,27.79898381233218,,0.0,0.0,1.0,1.0,True,False,False,False,False,False,False,0.7581142122109545,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2423,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,33429.0,48005.0,14576.0,input_plus_output_tokens_excludes_cached_input,102128.0,30.18116784095764,,0.0,0.0,-2.0,-1.0,True,False,False,False,False,False,False,0.43602859792395826,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2423,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,33429.0,77854.0,44425.0,input_plus_output_tokens_excludes_cached_input,124937.0,27.617935180664062,,-2.0,-0.25,-1.0,0.0,True,False,False,False,False,False,False,1.328935953812558,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2535,naming,1,Naming,True,True,0,0,0,0,0,0,97100.0,73456.0,-23644.0,input_plus_output_tokens_excludes_cached_input,1012900.0,123.48932361602783,,-4.0,0.30000000000000004,0.0,-2.0,True,False,False,False,False,False,False,-0.2435015447991761,False
custom_repo,Custom repos,encode/httpx,httpx_pr_2535,type_hints,1,Type hints,True,True,0,0,0,0,0,0,97100.0,154588.0,57488.0,input_plus_output_tokens_excludes_cached_input,1273232.0,237.7113859653473,,2.0,0.050000000000000044,10.0,3.0,True,False,False,False,False,False,False,0.5920494335736354,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2535,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,97100.0,197318.0,100218.0,input_plus_output_tokens_excludes_cached_input,2390010.0,295.9172978401184,,2.0,0.050000000000000044,9.0,3.0,True,False,False,False,False,False,False,1.0321112255406797,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2535,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,97100.0,125980.0,28880.0,input_plus_output_tokens_excludes_cached_input,-172976.0,309.0149350166321,,-2.0,0.050000000000000044,6.0,0.0,True,False,False,False,False,False,False,0.29742533470648813,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2547,naming,1,Naming,True,True,0,0,0,0,0,0,58739.0,68183.0,9444.0,input_plus_output_tokens_excludes_cached_input,483684.0,-5.019311189651489,,0.0,0.0,7.0,5.0,True,False,False,False,False,False,False,0.16077903947973238,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2547,type_hints,1,Type hints,True,False,0,3,3,0,0,0,58739.0,129479.0,70740.0,input_plus_output_tokens_excludes_cached_input,-916396.0,-160.00209021568298,,3.0,0.07499999999999996,-2.0,0.0,False,True,False,False,False,False,True,1.2043105943240437,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2547,comments_docstrings,1,Comments/docstrings,True,False,0,1,1,0,0,0,58739.0,79256.0,20517.0,input_plus_output_tokens_excludes_cached_input,-616795.0,-125.73051285743713,,2.0,0.19999999999999996,-1.0,0.0,False,True,False,False,False,False,True,0.3492909310679446,True
custom_repo,Custom repos,encode/httpx,httpx_pr_2547,remove_tests,1,Remove tests,True,False,0,3,3,0,0,0,58739.0,85742.0,27003.0,input_plus_output_tokens_excludes_cached_input,-14469.0,33.249868392944336,,2.0,0.05709999999999993,2.0,3.0,False,True,False,False,False,False,True,0.45971160557721447,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_1632,naming,1,Naming,True,True,0,0,0,0,0,0,77649.0,74713.0,-2936.0,input_plus_output_tokens_excludes_cached_input,-597496.0,-30.56074690818781,,-2.0,0.4,4.0,1.0,True,False,False,False,False,False,False,-0.037811175932722894,False
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_1632,type_hints,1,Type hints,True,True,0,0,0,0,0,0,77649.0,115935.0,38286.0,input_plus_output_tokens_excludes_cached_input,-510578.0,-65.68600797653198,,-2.0,0.4,5.0,3.0,True,False,False,False,False,False,False,0.4930649461036201,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_1632,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,77649.0,77725.0,76.0,input_plus_output_tokens_excludes_cached_input,-1198004.0,-154.12857151031494,,-2.0,0.4,1.0,0.0,True,False,False,False,False,False,False,0.0009787634097026363,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_1632,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,77649.0,47026.0,-30623.0,input_plus_output_tokens_excludes_cached_input,-1378463.0,-162.1934003829956,,-2.0,0.06669999999999998,-1.0,0.0,True,False,False,False,False,False,False,-0.3943772617805767,False
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2772,naming,1,Naming,True,False,0,0,0,0,165,165,43164.0,150646.0,107482.0,input_plus_output_tokens_excludes_cached_input,889562.0,168.39341855049133,,2.0,-0.4,-1.0,-2.0,False,True,False,False,False,True,False,2.490084329533871,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2772,type_hints,1,Type hints,True,True,0,0,0,0,0,0,43164.0,96639.0,53475.0,input_plus_output_tokens_excludes_cached_input,327011.0,29.590430974960327,,2.0,-0.4,1.0,-2.0,True,False,False,False,False,False,False,1.2388796219071447,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2772,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,43164.0,95772.0,52608.0,input_plus_output_tokens_excludes_cached_input,141696.0,6.879295587539673,,1.0,-0.25,-1.0,-2.0,True,False,False,False,False,False,False,1.2187934389769253,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2772,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,43164.0,55818.0,12654.0,input_plus_output_tokens_excludes_cached_input,153454.0,4.411744594574003,,1.0,-0.5,0.0,-2.0,True,False,False,False,False,False,False,0.29316096747289405,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2792,naming,1,Naming,True,True,0,0,0,0,0,0,62584.0,112255.0,49671.0,input_plus_output_tokens_excludes_cached_input,567943.0,127.82054710388184,,0.0,0.0,4.0,2.0,True,False,False,False,False,False,False,0.7936693084494439,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2792,type_hints,1,Type hints,True,True,0,0,0,0,0,0,62584.0,108703.0,46119.0,input_plus_output_tokens_excludes_cached_input,367655.0,66.31924796104431,,0.0,0.0,2.0,1.0,True,False,False,False,False,False,False,0.7369135881375432,True
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2792,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,62584.0,36889.0,-25695.0,input_plus_output_tokens_excludes_cached_input,-174175.0,-29.666438341140747,,0.0,0.0,2.0,0.0,True,False,False,False,False,False,False,-0.4105681963441135,False
custom_repo,Custom repos,marshmallow-code/marshmallow,marshmallow_pr_2792,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,62584.0,152506.0,89922.0,input_plus_output_tokens_excludes_cached_input,1573186.0,202.17674565315252,,2.0,0.0,11.0,3.0,True,False,False,False,False,False,False,1.4368209126933402,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1582,naming,1,Naming,True,True,0,0,0,0,0,0,43113.0,73569.0,30456.0,input_plus_output_tokens_excludes_cached_input,110456.0,-4.556586503982544,,0.0,0.0,-1.0,-1.0,True,False,False,False,False,False,False,0.7064226567392666,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1582,type_hints,1,Type hints,True,True,0,0,0,0,0,0,43113.0,48866.0,5753.0,input_plus_output_tokens_excludes_cached_input,-53511.0,-3.1366705894470215,,0.0,0.0,-2.0,-1.0,True,False,False,False,False,False,False,0.1334400296894208,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1582,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,43113.0,54548.0,11435.0,input_plus_output_tokens_excludes_cached_input,-12501.0,7.061311483383179,,0.0,0.0,-2.0,-1.0,True,False,False,False,False,False,False,0.26523322431749125,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1582,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,43113.0,57707.0,14594.0,input_plus_output_tokens_excludes_cached_input,-185470.0,-33.659969329834,,-1.0,0.0,-4.0,-2.0,True,False,False,False,False,False,False,0.33850578711757473,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1893,naming,1,Naming,False,False,39,39,0,0,0,0,77286.0,134837.0,57551.0,input_plus_output_tokens_excludes_cached_input,136015.0,0.7291181087494181,,2.0,-0.25,3.0,2.0,False,False,False,True,True,False,False,0.7446497425148151,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1893,type_hints,1,Type hints,False,False,39,39,0,0,0,0,77286.0,83953.0,6667.0,input_plus_output_tokens_excludes_cached_input,-61941.0,-19.30591464042658,,1.0,-0.33330000000000004,-1.0,0.0,False,False,False,True,True,False,False,0.0862640064177212,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1893,comments_docstrings,1,Comments/docstrings,False,False,39,39,0,0,0,0,77286.0,138645.0,61359.0,input_plus_output_tokens_excludes_cached_input,225071.0,56.13722062110901,,0.0,0.0,5.0,1.0,False,False,False,True,True,False,False,0.793921279403773,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_1893,remove_tests,1,Remove tests,False,False,39,39,0,0,0,0,77286.0,192899.0,115613.0,input_plus_output_tokens_excludes_cached_input,665757.0,182.14165949821472,,3.0,-0.6,6.0,2.0,False,False,False,True,True,False,False,1.4959112905312735,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_2087,naming,1,Naming,False,False,1,1,0,0,0,0,80852.0,111478.0,30626.0,input_plus_output_tokens_excludes_cached_input,-357342.0,-85.22570896148676,,0.0,-0.33330000000000004,0.0,-1.0,False,False,False,True,True,False,False,0.3787908771582645,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_2087,type_hints,1,Type hints,False,False,1,1,0,0,0,0,80852.0,125843.0,44991.0,input_plus_output_tokens_excludes_cached_input,-538177.0,-118.48695659637451,,0.0,0.0,-1.0,1.0,False,False,False,True,True,False,False,0.5564611883441349,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_2087,comments_docstrings,1,Comments/docstrings,False,False,1,1,0,0,0,0,80852.0,143313.0,62461.0,input_plus_output_tokens_excludes_cached_input,1198589.0,-17.85707974433899,,2.0,-0.6,-2.0,-2.0,False,False,False,True,True,False,False,0.77253500222629,True
custom_repo,Custom repos,jazzband/pip-tools,pip-tools_pr_2087,remove_tests,1,Remove tests,False,False,1,1,0,0,0,0,80852.0,85783.0,4931.0,input_plus_output_tokens_excludes_cached_input,-479805.0,-167.1431360244751,,0.0,-0.6667000000000001,0.0,1.0,False,False,False,True,True,False,False,0.06098797803393855,True
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_730,naming,1,Naming,False,False,3,5,2,0,0,0,102836.0,43960.0,-58876.0,input_plus_output_tokens_excludes_cached_input,-291836.0,-79.19539284706116,,0.0,0.0,0.0,0.0,False,False,False,True,True,False,True,-0.5725232408884049,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_730,type_hints,1,Type hints,False,False,3,5,2,0,0,0,102836.0,100458.0,-2378.0,input_plus_output_tokens_excludes_cached_input,-101066.0,-19.36264157295227,,2.0,-0.25,-2.0,-1.0,False,False,False,True,True,False,True,-0.023124197751760084,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_730,comments_docstrings,1,Comments/docstrings,False,False,3,5,2,0,0,0,102836.0,93564.0,-9272.0,input_plus_output_tokens_excludes_cached_input,283976.0,-3.3083717823028564,,2.0,-0.25,-2.0,-1.0,False,False,False,True,True,False,True,-0.09016297794546657,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_730,remove_tests,1,Remove tests,False,False,3,5,2,0,0,0,102836.0,49174.0,-53662.0,input_plus_output_tokens_excludes_cached_input,-521502.0,-162.9712405204773,,2.0,-0.4167,-3.0,-2.0,False,False,False,True,True,False,True,-0.5218211521257148,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_773,naming,1,Naming,False,False,2,3,1,0,0,0,87665.0,71109.0,-16556.0,input_plus_output_tokens_excludes_cached_input,271444.0,-262.3661458492279,,-2.0,0.0,4.0,2.0,False,False,False,True,True,False,True,-0.18885530143158616,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_773,type_hints,1,Type hints,False,False,2,2,0,0,0,0,87665.0,82830.0,-4835.0,input_plus_output_tokens_excludes_cached_input,454941.0,-207.4067461490631,,0.0,0.0,1.0,0.0,False,False,False,True,True,False,False,-0.055153139793532195,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_773,comments_docstrings,1,Comments/docstrings,False,False,2,2,0,0,0,0,87665.0,113946.0,26281.0,input_plus_output_tokens_excludes_cached_input,-48343.0,-288.1692638397216,,-3.0,0.09999999999999998,1.0,-1.0,False,False,False,True,True,False,False,0.2997889693720413,True
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_773,remove_tests,1,Remove tests,False,True,2,0,-2,0,0,0,87665.0,84602.0,-3063.0,input_plus_output_tokens_excludes_cached_input,371977.0,-303.5162260532379,,1.0,-0.05559999999999998,3.0,0.0,False,False,True,False,True,False,False,-0.034939827753379345,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_780,naming,1,Naming,True,False,0,1,1,0,184,184,119647.0,131315.0,11668.0,input_plus_output_tokens_excludes_cached_input,224788.0,108.28130030632019,,0.0,0.0,-10.0,-2.0,False,True,False,False,False,True,True,0.09752020527050406,True
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_780,type_hints,1,Type hints,True,True,0,0,0,0,0,0,119647.0,156765.0,37118.0,input_plus_output_tokens_excludes_cached_input,-316418.0,-42.47037220001221,,0.0,0.0,-4.0,-1.0,True,False,False,False,False,False,False,0.31022925773316506,True
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_780,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,119647.0,104677.0,-14970.0,input_plus_output_tokens_excludes_cached_input,189318.0,34.617732763290405,,0.0,0.0,1.0,1.0,True,False,False,False,False,False,False,-0.12511805561359665,False
custom_repo,Custom repos,pydantic/pydantic-settings,pydantic-settings_pr_780,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,119647.0,73942.0,-45705.0,input_plus_output_tokens_excludes_cached_input,-211593.0,8.057358741760254,,0.0,0.0,-3.0,-1.0,True,False,False,False,False,False,False,-0.38199871288038983,False
custom_repo,Custom repos,encode/starlette,starlette_pr_2194,naming,1,Naming,True,True,0,0,0,0,0,0,36378.0,82192.0,45814.0,input_plus_output_tokens_excludes_cached_input,665718.0,212.0364065170288,,0.0,0.25,1.0,1.0,True,False,False,False,False,False,False,1.2593875419209413,True
