comparison_file,side,instance_id,repo,condition,chosen_condition,replication_index,target_success,fail_to_pass_failed_count,pass_to_pass_failed_count,log_path,event_count,first_edit_event_index,first_edit_observed,bootstrap_event_count,bootstrap_command_count,bootstrap_failed_command_count,bootstrap_edit_event_count,bootstrap_agent_message_count,bootstrap_test_command_count,bootstrap_failed_test_command_count,bootstrap_test_commands,bootstrap_failed_test_commands,execution_event_count,execution_command_count,execution_failed_command_count,execution_edit_event_count,execution_agent_message_count,execution_test_command_count,execution_failed_test_command_count,execution_test_commands,execution_failed_test_commands,total_command_count,total_test_command_count,total_failed_test_command_count
pytest-dev_pytest-10081_remove_tests_rep_3_oracle_comparison.json,clean,pytest-dev__pytest-10081,pytest-dev/pytest,clean,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10081/codex-cli/clean/rep_3/logs/agent_stdout.jsonl,47,23,True,23,9,0,0,3,0,0,,,24,7,0,3,3,3,0,"/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py -k 'pdb_teardown'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py'|/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py -k 'pdb_teardown'""",,16,3,0
pytest-dev_pytest-10081_remove_tests_rep_3_oracle_comparison.json,degraded,pytest-dev__pytest-10081,pytest-dev/pytest,remove_tests,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10081/codex-cli/remove_tests/rep_3/logs/agent_stdout.jsonl,75,19,True,19,7,0,0,3,0,0,,,56,20,1,4,7,8,0,"/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_debugging.py::TestPDB::test_pdb_unittest_skip'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_debugging.py::TestPDB::test_pdb_unittest_postmortem'|/usr/bin/bash -lc ""find .pilot-venv-py39 -maxdepth 3 -type f -name 'pytest' -o -name 'python' | head""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_debugging.py::TestPDB::test_pdb_unittest_skip_class_does_not_run_teardown'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_debugging.py::TestPDB::test_pdb_on_skip'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_debugging.py::TestPDB::test_pdb_on_fail testing/test_debugging.py::TestPDB::test_pdb_on_xfail testing/test_debugging.py::TestPDB::test_pdb_on_skip testing/test_debugging.py::TestPDB::test_pdb_unittest_skip_class_does_not_run_teardown testing/test_debugging.py::TestPDB::test_pdb_on_BdbQuit'|/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest testing/test_debugging.py -k 'pdb_on_skip or unittest_skip_class_does_not_run_teardown'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_debugging.py::TestPDB::test_pdb_unittest_skip_class_does_not_run_teardown testing/test_debugging.py::TestPDB::test_pdb_on_skip testing/test_debugging.py::TestPDB::test_pdb_on_fail'",,27,8,0
pytest-dev_pytest-10081_type_hints_rep_1_oracle_comparison.json,clean,pytest-dev__pytest-10081,pytest-dev/pytest,clean,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10081/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,37,17,True,17,6,0,0,3,0,0,,,20,6,0,2,3,2,0,"/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py -k 'pdb_teardown'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py'",,12,2,0
pytest-dev_pytest-10081_type_hints_rep_1_oracle_comparison.json,degraded,pytest-dev__pytest-10081,pytest-dev/pytest,type_hints,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10081/codex-cli/type_hints/rep_1/logs/agent_stdout.jsonl,50,28,True,28,11,1,0,4,0,0,,,22,6,0,3,3,3,0,"/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py -k 'pdb_teardown'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py'|/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py -k 'pdb_teardown'""",,17,3,0
pytest-dev_pytest-10356_comments_docstrings_rep_2_oracle_comparison.json,clean,pytest-dev__pytest-10356,pytest-dev/pytest,clean,comments_docstrings,2,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/clean/rep_2/logs/agent_stdout.jsonl,88,32,True,32,13,0,0,4,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged -q',,56,17,1,6,9,8,1,"/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged_with_multiple_inheritance testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestClass::test_class_injection_does_not_break_collection -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py -q'|/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python - <<'PY'
import pytest

@pytest.mark.a
class A:
    pass

@pytest.mark.b
class B:
    pass

@pytest.mark.c
class C(A, B):
    pass

print([mark.name for mark in C.pytestmark])
PY""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py -q'",/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestClass::test_class_injection_does_not_break_collection -q',30,9,1
pytest-dev_pytest-10356_comments_docstrings_rep_2_oracle_comparison.json,degraded,pytest-dev__pytest-10356,pytest-dev/pytest,comments_docstrings,comments_docstrings,2,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/comments_docstrings/rep_2/logs/agent_stdout.jsonl,91,38,True,38,16,0,0,4,0,0,,,53,16,1,7,6,7,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_multiple_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_closest'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_multiple_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_closest testing/test_collection.py::TestKeywordSelection::test_unpacked_marks_added_to_keywords'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_multiple_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_closest testing/test_collection.py::TestNodeKeywords::test_unpacked_marks_added_to_keywords'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py testing/test_collection.py::TestNodeKeywords'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py testing/test_collection.py::TestNodeKeywords'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py testing/test_collection.py::TestNodeKeywords',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_multiple_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_closest testing/test_collection.py::TestKeywordSelection::test_unpacked_marks_added_to_keywords',32,7,1
pytest-dev_pytest-10356_naming_rep_0_oracle_comparison.json,clean,pytest-dev__pytest-10356,pytest-dev/pytest,clean,naming,0,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/clean/rep_0/logs/agent_stdout.jsonl,93,55,True,55,24,1,0,3,2,0,"/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged -q'|/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python - <<'PY'
import pytest
class Base: pass
Base = pytest.mark.a(Base)
class Test1(Base):
    def test_foo(self): pass
Test1 = pytest.mark.b(Test1)
print([m.name for m in Test1.pytestmark])
PY""",,38,12,1,2,6,5,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base testing/test_mark.py::TestFunctional::test_mark_should_not_pass_to_siebling_class testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_multiple_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_diamond_inheritance -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/python/metafunc.py::TestMarkersWithParametrization -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py -q',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/python/metafunc.py::TestMarkersWithParametrization -q',36,7,1
pytest-dev_pytest-10356_naming_rep_0_oracle_comparison.json,degraded,pytest-dev__pytest-10356,pytest-dev/pytest,naming,naming,0,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/naming/rep_0/logs/agent_stdout.jsonl,50,30,True,30,12,0,0,4,0,0,,,20,6,0,2,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged_multiple_inheritance testing/test_mark.py::TestFunctional::test_mark_closest'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py',,18,2,0
pytest-dev_pytest-10356_remove_tests_rep_3_oracle_comparison.json,clean,pytest-dev__pytest-10356,pytest-dev/pytest,clean,remove_tests,3,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/clean/rep_3/logs/agent_stdout.jsonl,76,42,True,42,18,0,0,4,0,0,,,34,11,2,3,5,5,2,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged_with_multiple_inheritance testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base testing/test_mark.py::TestFunctional::test_mark_should_not_pass_to_siebling_class'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/python/metafunc.py::TestMarkersWithParametrization testing/python/fixtures.py::TestRequestMarking'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestClass::test_class_with_init_warning testing/test_collection.py::TestClass::test_class_with_new_warning testing/test_unittest.py::test_module_level_pytestmark'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_unittest.py::test_module_level_pytestmark testing/test_collection.py',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/python/metafunc.py::TestMarkersWithParametrization testing/python/fixtures.py::TestRequestMarking'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestClass::test_class_with_init_warning testing/test_collection.py::TestClass::test_class_with_new_warning testing/test_unittest.py::test_module_level_pytestmark',29,5,2
pytest-dev_pytest-10356_remove_tests_rep_3_oracle_comparison.json,degraded,pytest-dev__pytest-10356,pytest-dev/pytest,remove_tests,remove_tests,3,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/remove_tests/rep_3/logs/agent_stdout.jsonl,88,32,True,32,13,1,0,4,0,0,,,56,19,1,5,7,10,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestNodeKeywords::test_class_markers_follow_mro -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_skipping.py testing/python/metafunc.py::TestMarkersWithParametrization -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestNodeKeywords -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark_expression.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_skipping.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestNodeKeywords -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py testing/test_skipping.py testing/test_mark_expression.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py::TestNodeKeywords -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_collection.py testing/test_skipping.py testing/test_mark_expression.py -q',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_skipping.py testing/python/metafunc.py::TestMarkersWithParametrization -q',32,10,1
pytest-dev_pytest-10356_type_hints_rep_1_oracle_comparison.json,clean,pytest-dev__pytest-10356,pytest-dev/pytest,clean,type_hints,1,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,59,35,True,35,15,0,0,3,0,0,,,24,7,0,3,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged_in_mro testing/test_mark.py::TestFunctional::test_mark_decorator_subclass_does_not_propagate_to_base'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py',,22,2,0
pytest-dev_pytest-10356_type_hints_rep_1_oracle_comparison.json,degraded,pytest-dev__pytest-10356,pytest-dev/pytest,type_hints,type_hints,1,False,1,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pytest-dev__pytest-10356/codex-cli/type_hints/rep_1/logs/agent_stdout.jsonl,62,33,True,33,14,0,0,3,0,0,,,29,8,0,4,4,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py::TestFunctional::test_mark_decorator_baseclasses_merged testing/test_mark.py::TestFunctional::test_mark_decorator_multiple_inheritance'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest testing/test_mark.py',,22,2,0
